image,noise_type,strength_luma,strength_chroma,psnr,ssim,output_path
houses.bmp,salt_pepper,0.1,0.9,36.4001785497767,0.34961911670915485,output/Additional\houses_salt_pepper_luma0.10_chroma0.90.png
houses.bmp,salt_pepper,0.5,0.1,28.178059639412094,0.3851027336574054,output/Additional\houses_salt_pepper_luma0.50_chroma0.10.png
houses.bmp,salt_pepper,0.5,0.5,28.181713415704145,0.3864949736193097,output/Additional\houses_salt_pepper_luma0.50_chroma0.50.png
houses.bmp,salt_pepper,0.5,0.9,33.973125867084526,0.3542494792689055,output/Additional\houses_salt_pepper_luma0.50_chroma0.90.png
houses.bmp,salt_pepper,0.9,0.1,27.991405836063407,0.30777006179374256,output/Additional\houses_salt_pepper_luma0.90_chroma0.10.png
houses.bmp,salt_pepper,0.9,0.5,27.99649172535161,0.30884314007847324,output/Additional\houses_salt_pepper_luma0.90_chroma0.50.png
houses.bmp,salt_pepper,0.9,0.9,27.998464916519996,0.3109140389545701,output/Additional\houses_salt_pepper_luma0.90_chroma0.90.png
houses.bmp,gaussian,0.1,0.1,30.029811192633478,0.7520471038529914,output/Additional\houses_gaussian_luma0.10_chroma0.10.png
houses.bmp,gaussian,0.1,0.5,30.046807813066835,0.754754982465611,output/Additional\houses_gaussian_luma0.10_chroma0.50.png
houses.bmp,gaussian,0.1,0.9,30.064916586363246,0.7594982298065261,output/Additional\houses_gaussian_luma0.10_chroma0.90.png
houses.bmp,gaussian,0.5,0.1,28.560143408996254,0.4295723911286114,output/Additional\houses_gaussian_luma0.50_chroma0.10.png
houses.bmp,gaussian,0.5,0.5,28.561027016889003,0.4311402162790492,output/Additional\houses_gaussian_luma0.50_chroma0.50.png
houses.bmp,gaussian,0.5,0.9,28.57183213306907,0.43461511034024297,output/Additional\houses_gaussian_luma0.50_chroma0.90.png
houses.bmp,gaussian,0.9,0.1,28.24277320533244,0.33744294514673384,output/Additional\houses_gaussian_luma0.90_chroma0.10.png
houses.bmp,gaussian,0.9,0.5,28.24539688195266,0.3389161123973539,output/Additional\houses_gaussian_luma0.90_chroma0.50.png
houses.bmp,gaussian,0.9,0.9,28.2546192703874,0.340533421728588,output/Additional\houses_gaussian_luma0.90_chroma0.90.png
kiel.bmp,salt_pepper,0.1,0.1,30.19075895337142,0.3020390215775162,output/Additional\kiel_salt_pepper_luma0.10_chroma0.10.png
kiel.bmp,salt_pepper,0.1,0.5,35.94961243306112,0.22777152152928268,output/Additional\kiel_salt_pepper_luma0.10_chroma0.50.png
kiel.bmp,salt_pepper,0.1,0.9,36.140493697847134,0.22759737875490182,output/Additional\kiel_salt_pepper_luma0.10_chroma0.90.png
kiel.bmp,salt_pepper,0.5,0.1,29.051707827132603,0.4854693991279924,output/Additional\kiel_salt_pepper_luma0.50_chroma0.10.png
kiel.bmp,salt_pepper,0.5,0.5,29.05733944385687,0.48690749003416656,output/Additional\kiel_salt_pepper_luma0.50_chroma0.50.png
kiel.bmp,salt_pepper,0.5,0.9,34.186040885113506,0.22916967580453443,output/Additional\kiel_salt_pepper_luma0.50_chroma0.90.png
kiel.bmp,salt_pepper,0.9,0.1,28.888540990801776,0.45495964858527,output/Additional\kiel_salt_pepper_luma0.90_chroma0.10.png
kiel.bmp,salt_pepper,0.9,0.5,28.89502438918299,0.4559807692534272,output/Additional\kiel_salt_pepper_luma0.90_chroma0.50.png
kiel.bmp,salt_pepper,0.9,0.9,28.909382701803132,0.4572681399553276,output/Additional\kiel_salt_pepper_luma0.90_chroma0.90.png
kiel.bmp,gaussian,0.1,0.1,31.248407946623608,0.7325859927911555,output/Additional\kiel_gaussian_luma0.10_chroma0.10.png
kiel.bmp,gaussian,0.1,0.5,31.272561252047076,0.7363825223400919,output/Additional\kiel_gaussian_luma0.10_chroma0.50.png
kiel.bmp,gaussian,0.1,0.9,31.295690000761457,0.7406423216122149,output/Additional\kiel_gaussian_luma0.10_chroma0.90.png
kiel.bmp,gaussian,0.5,0.1,30.206769588227903,0.5075460931378656,output/Additional\kiel_gaussian_luma0.50_chroma0.10.png
kiel.bmp,gaussian,0.5,0.5,30.214469802364174,0.5089046615258388,output/Additional\kiel_gaussian_luma0.50_chroma0.50.png
kiel.bmp,gaussian,0.5,0.9,30.225812780995795,0.5118195607297302,output/Additional\kiel_gaussian_luma0.50_chroma0.90.png
kiel.bmp,gaussian,0.9,0.1,29.909000377134287,0.4677106913022955,output/Additional\kiel_gaussian_luma0.90_chroma0.10.png
kiel.bmp,gaussian,0.9,0.5,29.921157199454353,0.468669615575901,output/Additional\kiel_gaussian_luma0.90_chroma0.50.png
kiel.bmp,gaussian,0.9,0.9,29.934227385755786,0.4699333655234248,output/Additional\kiel_gaussian_luma0.90_chroma0.90.png
lighthouse.bmp,salt_pepper,0.1,0.1,29.935912840337778,0.28079122070174284,output/Additional\lighthouse_salt_pepper_luma0.10_chroma0.10.png
lighthouse.bmp,salt_pepper,0.1,0.5,36.02678158604516,0.22399388011264967,output/Additional\lighthouse_salt_pepper_luma0.10_chroma0.50.png
lighthouse.bmp,salt_pepper,0.1,0.9,36.29893668045892,0.22395434905064304,output/Additional\lighthouse_salt_pepper_luma0.10_chroma0.90.png
lighthouse.bmp,salt_pepper,0.5,0.1,29.016054047041106,0.42742540063285783,output/Additional\lighthouse_salt_pepper_luma0.50_chroma0.10.png
lighthouse.bmp,salt_pepper,0.5,0.5,29.020853968562754,0.42881405836674796,output/Additional\lighthouse_salt_pepper_luma0.50_chroma0.50.png
lighthouse.bmp,salt_pepper,0.5,0.9,33.9790188518072,0.22400194871271886,output/Additional\lighthouse_salt_pepper_luma0.50_chroma0.90.png
lighthouse.bmp,salt_pepper,0.9,0.1,28.8443967748958,0.39264672266851813,output/Additional\lighthouse_salt_pepper_luma0.90_chroma0.10.png
lighthouse.bmp,salt_pepper,0.9,0.5,28.842045621695558,0.3939754143209057,output/Additional\lighthouse_salt_pepper_luma0.90_chroma0.50.png
lighthouse.bmp,salt_pepper,0.9,0.9,28.84802581607429,0.3956285206938813,output/Additional\lighthouse_salt_pepper_luma0.90_chroma0.90.png
lighthouse.bmp,gaussian,0.1,0.1,30.56193790513216,0.6539713193433191,output/Additional\lighthouse_gaussian_luma0.10_chroma0.10.png
lighthouse.bmp,gaussian,0.1,0.5,30.58259049383163,0.6580089306741518,output/Additional\lighthouse_gaussian_luma0.10_chroma0.50.png
lighthouse.bmp,gaussian,0.1,0.9,30.612790420838046,0.663270774232467,output/Additional\lighthouse_gaussian_luma0.10_chroma0.90.png
lighthouse.bmp,gaussian,0.5,0.1,29.371037078712043,0.4506453248283308,output/Additional\lighthouse_gaussian_luma0.50_chroma0.10.png
lighthouse.bmp,gaussian,0.5,0.5,29.378878034444252,0.45182310865136577,output/Additional\lighthouse_gaussian_luma0.50_chroma0.50.png
lighthouse.bmp,gaussian,0.5,0.9,29.40000845413632,0.45452233487666205,output/Additional\lighthouse_gaussian_luma0.50_chroma0.90.png
lighthouse.bmp,gaussian,0.9,0.1,29.092139577393617,0.41023055294013083,output/Additional\lighthouse_gaussian_luma0.90_chroma0.10.png
lighthouse.bmp,gaussian,0.9,0.5,29.09762982041308,0.41156632955429023,output/Additional\lighthouse_gaussian_luma0.90_chroma0.50.png
lighthouse.bmp,gaussian,0.9,0.9,29.1129841653923,0.41339992702286005,output/Additional\lighthouse_gaussian_luma0.90_chroma0.90.png
monarch.bmp,salt_pepper,0.1,0.1,30.32157316849975,0.29192515531116464,output/Additional\monarch_salt_pepper_luma0.10_chroma0.10.png
monarch.bmp,salt_pepper,0.1,0.5,29.83758835099589,0.29152490271341097,output/Additional\monarch_salt_pepper_luma0.10_chroma0.50.png
monarch.bmp,salt_pepper,0.1,0.9,29.739529746924823,0.29044830120428794,output/Additional\monarch_salt_pepper_luma0.10_chroma0.90.png
monarch.bmp,salt_pepper,0.5,0.1,29.10059224504137,0.7115705533622555,output/Additional\monarch_salt_pepper_luma0.50_chroma0.10.png
monarch.bmp,salt_pepper,0.5,0.5,28.931438590529375,0.7121702933679556,output/Additional\monarch_salt_pepper_luma0.50_chroma0.50.png
monarch.bmp,salt_pepper,0.5,0.9,28.91438344149514,0.7140476827131216,output/Additional\monarch_salt_pepper_luma0.50_chroma0.90.png
monarch.bmp,salt_pepper,0.9,0.1,28.86212040999775,0.6418890890819305,output/Additional\monarch_salt_pepper_luma0.90_chroma0.10.png
monarch.bmp,salt_pepper,0.9,0.5,28.76365309290484,0.642328086010465,output/Additional\monarch_salt_pepper_luma0.90_chroma0.50.png
monarch.bmp,salt_pepper,0.9,0.9,28.744517438808707,0.6434847460501447,output/Additional\monarch_salt_pepper_luma0.90_chroma0.90.png
monarch.bmp,gaussian,0.1,0.1,32.84235842590744,0.9097239752699688,output/Additional\monarch_gaussian_luma0.10_chroma0.10.png
monarch.bmp,gaussian,0.1,0.5,31.216555157155874,0.9074815563273549,output/Additional\monarch_gaussian_luma0.10_chroma0.50.png
monarch.bmp,gaussian,0.1,0.9,31.00365215168683,0.9096571086583474,output/Additional\monarch_gaussian_luma0.10_chroma0.90.png
monarch.bmp,gaussian,0.5,0.1,30.23160902817349,0.7457000468302912,output/Additional\monarch_gaussian_luma0.50_chroma0.10.png
monarch.bmp,gaussian,0.5,0.5,30.001362388015778,0.7460866025236929,output/Additional\monarch_gaussian_luma0.50_chroma0.50.png
monarch.bmp,gaussian,0.5,0.9,29.937054864538034,0.7478551988573523,output/Additional\monarch_gaussian_luma0.50_chroma0.90.png
monarch.bmp,gaussian,0.9,0.1,29.66322630260734,0.6681323949951127,output/Additional\monarch_gaussian_luma0.90_chroma0.10.png
monarch.bmp,gaussian,0.9,0.5,29.63203989885143,0.6687033228876812,output/Additional\monarch_gaussian_luma0.90_chroma0.50.png
monarch.bmp,gaussian,0.9,0.9,29.596854794107553,0.670006848609022,output/Additional\monarch_gaussian_luma0.90_chroma0.90.png
pens.bmp,salt_pepper,0.1,0.1,30.071576660572376,0.26763943569907483,output/Additional\pens_salt_pepper_luma0.10_chroma0.10.png
pens.bmp,salt_pepper,0.1,0.5,29.74425443788107,0.2672479605848769,output/Additional\pens_salt_pepper_luma0.10_chroma0.50.png
pens.bmp,salt_pepper,0.1,0.9,29.679425786547554,0.2659286282411587,output/Additional\pens_salt_pepper_luma0.10_chroma0.90.png
pens.bmp,salt_pepper,0.5,0.1,28.530034767154255,0.6039954053818436,output/Additional\pens_salt_pepper_luma0.50_chroma0.10.png
pens.bmp,salt_pepper,0.5,0.5,28.472833748547078,0.6047073534231606,output/Additional\pens_salt_pepper_luma0.50_chroma0.50.png
pens.bmp,salt_pepper,0.5,0.9,28.449864922890868,0.6069261946092288,output/Additional\pens_salt_pepper_luma0.50_chroma0.90.png
pens.bmp,salt_pepper,0.9,0.1,28.411295179010267,0.5580989084543961,output/Additional\pens_salt_pepper_luma0.90_chroma0.10.png
pens.bmp,salt_pepper,0.9,0.5,28.37779952110017,0.5587721087884632,output/Additional\pens_salt_pepper_luma0.90_chroma0.50.png
pens.bmp,salt_pepper,0.9,0.9,28.363220148452942,0.5611878455216547,output/Additional\pens_salt_pepper_luma0.90_chroma0.90.png
pens.bmp,gaussian,0.1,0.1,31.4812319243573,0.8171902690187653,output/Additional\pens_gaussian_luma0.10_chroma0.10.png
pens.bmp,gaussian,0.1,0.5,30.669869462042392,0.8182235337434701,output/Additional\pens_gaussian_luma0.10_chroma0.50.png
pens.bmp,gaussian,0.1,0.9,30.461182497267423,0.8189061108648688,output/Additional\pens_gaussian_luma0.10_chroma0.90.png
pens.bmp,gaussian,0.5,0.1,29.469803799615274,0.6570095534152414,output/Additional\pens_gaussian_luma0.50_chroma0.10.png
pens.bmp,gaussian,0.5,0.5,29.212119139194282,0.6578294140146131,output/Additional\pens_gaussian_luma0.50_chroma0.50.png
pens.bmp,gaussian,0.5,0.9,29.120485004441043,0.6595110630231229,output/Additional\pens_gaussian_luma0.50_chroma0.90.png
pens.bmp,gaussian,0.9,0.1,29.044617937121874,0.6041058827492157,output/Additional\pens_gaussian_luma0.90_chroma0.10.png
pens.bmp,gaussian,0.9,0.5,28.857227677205096,0.605126598774586,output/Additional\pens_gaussian_luma0.90_chroma0.50.png
pens.bmp,gaussian,0.9,0.9,28.79785504184239,0.6064177768057641,output/Additional\pens_gaussian_luma0.90_chroma0.90.png
soccer.bmp,salt_pepper,0.1,0.1,29.37825476846085,0.3612659852469411,output/Additional\soccer_salt_pepper_luma0.10_chroma0.10.png
soccer.bmp,salt_pepper,0.1,0.5,29.19326731231027,0.36068707885799806,output/Additional\soccer_salt_pepper_luma0.10_chroma0.50.png
soccer.bmp,salt_pepper,0.1,0.9,29.152876812822555,0.3603158940827559,output/Additional\soccer_salt_pepper_luma0.10_chroma0.90.png
soccer.bmp,salt_pepper,0.5,0.1,28.415568798378814,0.4153974143469712,output/Additional\soccer_salt_pepper_luma0.50_chroma0.10.png
soccer.bmp,salt_pepper,0.5,0.5,28.354351434515728,0.41626637707914793,output/Additional\soccer_salt_pepper_luma0.50_chroma0.50.png
soccer.bmp,salt_pepper,0.5,0.9,28.357432448240147,0.41976624946068447,output/Additional\soccer_salt_pepper_luma0.50_chroma0.90.png
soccer.bmp,salt_pepper,0.9,0.1,28.271540549755983,0.337243357085689,output/Additional\soccer_salt_pepper_luma0.90_chroma0.10.png
soccer.bmp,salt_pepper,0.9,0.5,28.241509989981225,0.33830145482987667,output/Additional\soccer_salt_pepper_luma0.90_chroma0.50.png
soccer.bmp,salt_pepper,0.9,0.9,28.231849349791496,0.34091522482945624,output/Additional\soccer_salt_pepper_luma0.90_chroma0.90.png
soccer.bmp,gaussian,0.1,0.1,30.08120003837395,0.7550011774137184,output/Additional\soccer_gaussian_luma0.10_chroma0.10.png
soccer.bmp,gaussian,0.1,0.5,29.711575253254185,0.7559941217385885,output/Additional\soccer_gaussian_luma0.10_chroma0.50.png
soccer.bmp,gaussian,0.1,0.9,29.655756150820537,0.7594908270576823,output/Additional\soccer_gaussian_luma0.10_chroma0.90.png
soccer.bmp,gaussian,0.5,0.1,28.765206967655548,0.46005948446240164,output/Additional\soccer_gaussian_luma0.50_chroma0.10.png
soccer.bmp,gaussian,0.5,0.5,28.682212082832468,0.46088768126926327,output/Additional\soccer_gaussian_luma0.50_chroma0.50.png
soccer.bmp,gaussian,0.5,0.9,28.659046807848757,0.46342418350246634,output/Additional\soccer_gaussian_luma0.50_chroma0.90.png
soccer.bmp,gaussian,0.9,0.1,28.421867066024422,0.3725192477980197,output/Additional\soccer_gaussian_luma0.90_chroma0.10.png
