image,noise_type,denoising_method,strength,mu,psnr,ssim,output_path
Malamute.bmp,salt_pepper,Moreau-Yosida,0.4,0.004,29.127978740360348,0.19849640837480106,Testing2\Malamute_salt_pepper_s0.4_m0.004_MoreauYosida.png
Malamute.bmp,salt_pepper,TV,0.5,0.005,28.687147919395724,0.14052993530806027,Testing2\Malamute_salt_pepper_s0.5_m0.005_TV.png
Malamute.bmp,salt_pepper,Moreau-Yosida,0.5,0.005,29.12865276240051,0.19901793893990224,Testing2\Malamute_salt_pepper_s0.5_m0.005_MoreauYosida.png
Malamute.bmp,salt_pepper,TV,0.6,0.006,28.607777057301185,0.12672838464564046,Testing2\Malamute_salt_pepper_s0.6_m0.006_TV.png
Malamute.bmp,salt_pepper,Moreau-Yosida,0.6,0.006,29.142052856754667,0.20227791842921386,Testing2\Malamute_salt_pepper_s0.6_m0.006_MoreauYosida.png
Malamute.bmp,salt_pepper,TV,0.7000000000000001,0.007,28.553316150334656,0.11748745027178782,Testing2\Malamute_salt_pepper_s0.7_m0.007_TV.png
Malamute.bmp,salt_pepper,Moreau-Yosida,0.7000000000000001,0.007,29.15748474551064,0.20538132738611778,Testing2\Malamute_salt_pepper_s0.7_m0.007_MoreauYosida.png
Malamute.bmp,salt_pepper,TV,0.8,0.008,28.50054013747787,0.10943473137379349,Testing2\Malamute_salt_pepper_s0.8_m0.008_TV.png
Malamute.bmp,salt_pepper,Moreau-Yosida,0.8,0.008,29.15499011193515,0.2058692332733131,Testing2\Malamute_salt_pepper_s0.8_m0.008_MoreauYosida.png
Malamute.bmp,salt_pepper,TV,0.9000000000000001,0.009000000000000001,28.457859155412592,0.10269569174521735,Testing2\Malamute_salt_pepper_s0.9_m0.009_TV.png
Malamute.bmp,salt_pepper,Moreau-Yosida,0.9000000000000001,0.009000000000000001,29.16726135582494,0.2090318283797827,Testing2\Malamute_salt_pepper_s0.9_m0.009_MoreauYosida.png
Malamute.bmp,salt_pepper,TV,1.0000000000000002,0.010000000000000002,28.428961265945006,0.09792760022284673,Testing2\Malamute_salt_pepper_s1.0_m0.010_TV.png
Malamute.bmp,salt_pepper,Moreau-Yosida,1.0000000000000002,0.010000000000000002,29.180095679888012,0.2119949732814432,Testing2\Malamute_salt_pepper_s1.0_m0.010_MoreauYosida.png
Malamute.bmp,gaussian,TV,0.1,0.001,30.289745525155194,0.3848951790034324,Testing2\Malamute_gaussian_s0.1_m0.001_TV.png
Malamute.bmp,gaussian,Moreau-Yosida,0.1,0.001,29.51526898978695,0.204944780330164,Testing2\Malamute_gaussian_s0.1_m0.001_MoreauYosida.png
Malamute.bmp,gaussian,TV,0.2,0.002,29.595983377113193,0.2547875417136626,Testing2\Malamute_gaussian_s0.2_m0.002_TV.png
Malamute.bmp,gaussian,Moreau-Yosida,0.2,0.002,29.549146443259417,0.2105116033329447,Testing2\Malamute_gaussian_s0.2_m0.002_MoreauYosida.png
Malamute.bmp,gaussian,TV,0.3,0.003,29.273340543892633,0.20132208854271608,Testing2\Malamute_gaussian_s0.3_m0.003_TV.png
Malamute.bmp,gaussian,Moreau-Yosida,0.3,0.003,29.57762433459522,0.2160743384102037,Testing2\Malamute_gaussian_s0.3_m0.003_MoreauYosida.png
Malamute.bmp,gaussian,TV,0.4,0.004,29.070116187462816,0.1702432034232948,Testing2\Malamute_gaussian_s0.4_m0.004_TV.png
Malamute.bmp,gaussian,Moreau-Yosida,0.4,0.004,29.609991931672617,0.2213092723318491,Testing2\Malamute_gaussian_s0.4_m0.004_MoreauYosida.png
Malamute.bmp,gaussian,TV,0.5,0.005,28.926151644954782,0.15052271076491397,Testing2\Malamute_gaussian_s0.5_m0.005_TV.png
Malamute.bmp,gaussian,Moreau-Yosida,0.5,0.005,29.64818578253287,0.22827486400770297,Testing2\Malamute_gaussian_s0.5_m0.005_MoreauYosida.png
Malamute.bmp,gaussian,TV,0.6,0.006,28.81626015904122,0.1359481567171808,Testing2\Malamute_gaussian_s0.6_m0.006_TV.png
Malamute.bmp,gaussian,Moreau-Yosida,0.6,0.006,29.673393906438616,0.23327459082356836,Testing2\Malamute_gaussian_s0.6_m0.006_MoreauYosida.png
Malamute.bmp,gaussian,TV,0.7000000000000001,0.007,28.735308195403135,0.12580994433297515,Testing2\Malamute_gaussian_s0.7_m0.007_TV.png
Malamute.bmp,gaussian,Moreau-Yosida,0.7000000000000001,0.007,29.698321207269988,0.23801007032602972,Testing2\Malamute_gaussian_s0.7_m0.007_MoreauYosida.png
Malamute.bmp,gaussian,TV,0.8,0.008,28.665334289626557,0.11728824573506581,Testing2\Malamute_gaussian_s0.8_m0.008_TV.png
Malamute.bmp,gaussian,Moreau-Yosida,0.8,0.008,29.732583059225007,0.24460002481159004,Testing2\Malamute_gaussian_s0.8_m0.008_MoreauYosida.png
Malamute.bmp,gaussian,TV,0.9000000000000001,0.009000000000000001,28.608552759753785,0.11022200217146284,Testing2\Malamute_gaussian_s0.9_m0.009_TV.png
Malamute.bmp,gaussian,Moreau-Yosida,0.9000000000000001,0.009000000000000001,29.76726541423346,0.2509055321239882,Testing2\Malamute_gaussian_s0.9_m0.009_MoreauYosida.png
Malamute.bmp,gaussian,TV,1.0000000000000002,0.010000000000000002,28.558745437609623,0.10412521187904543,Testing2\Malamute_gaussian_s1.0_m0.010_TV.png
Malamute.bmp,gaussian,Moreau-Yosida,1.0000000000000002,0.010000000000000002,29.788767846919114,0.2552434668574708,Testing2\Malamute_gaussian_s1.0_m0.010_MoreauYosida.png
pens.bmp,salt_pepper,TV,0.1,0.001,30.105622098617868,0.3825861797209865,Testing2\pens_salt_pepper_s0.1_m0.001_TV.png
pens.bmp,salt_pepper,Moreau-Yosida,0.1,0.001,37.33679454882915,0.3296203573257489,Testing2\pens_salt_pepper_s0.1_m0.001_MoreauYosida.png
pens.bmp,salt_pepper,TV,0.2,0.002,29.37296064039387,0.34885482388327144,Testing2\pens_salt_pepper_s0.2_m0.002_TV.png
pens.bmp,salt_pepper,Moreau-Yosida,0.2,0.002,37.680585385752664,0.3324067776405206,Testing2\pens_salt_pepper_s0.2_m0.002_MoreauYosida.png
pens.bmp,salt_pepper,TV,0.3,0.003,29.201110400994132,0.309564626860693,Testing2\pens_salt_pepper_s0.3_m0.003_TV.png
pens.bmp,salt_pepper,Moreau-Yosida,0.3,0.003,29.70293960108435,0.37493148314685126,Testing2\pens_salt_pepper_s0.3_m0.003_MoreauYosida.png
pens.bmp,salt_pepper,TV,0.4,0.004,29.03052528586404,0.2787637256496121,Testing2\pens_salt_pepper_s0.4_m0.004_TV.png
pens.bmp,salt_pepper,Moreau-Yosida,0.4,0.004,29.883006709769614,0.3765572712663922,Testing2\pens_salt_pepper_s0.4_m0.004_MoreauYosida.png
pens.bmp,salt_pepper,TV,0.5,0.005,28.94433475172947,0.2531995606690814,Testing2\pens_salt_pepper_s0.5_m0.005_TV.png
pens.bmp,salt_pepper,Moreau-Yosida,0.5,0.005,29.91032272572383,0.3749849721062543,Testing2\pens_salt_pepper_s0.5_m0.005_MoreauYosida.png
pens.bmp,salt_pepper,TV,0.6,0.006,28.811394003191083,0.23121661135874857,Testing2\pens_salt_pepper_s0.6_m0.006_TV.png
pens.bmp,salt_pepper,Moreau-Yosida,0.6,0.006,29.94372153164662,0.37323544605230907,Testing2\pens_salt_pepper_s0.6_m0.006_MoreauYosida.png
pens.bmp,salt_pepper,TV,0.7000000000000001,0.007,28.698543413358912,0.21143399831537363,Testing2\pens_salt_pepper_s0.7_m0.007_TV.png
pens.bmp,salt_pepper,Moreau-Yosida,0.7000000000000001,0.007,30.00865998004081,0.37119540637121484,Testing2\pens_salt_pepper_s0.7_m0.007_MoreauYosida.png
pens.bmp,salt_pepper,TV,0.8,0.008,28.613728275371834,0.1945824204516211,Testing2\pens_salt_pepper_s0.8_m0.008_TV.png
pens.bmp,salt_pepper,Moreau-Yosida,0.8,0.008,30.12173858710533,0.3675765625694667,Testing2\pens_salt_pepper_s0.8_m0.008_MoreauYosida.png
pens.bmp,salt_pepper,TV,0.9000000000000001,0.009000000000000001,28.56143470892902,0.18073125197748105,Testing2\pens_salt_pepper_s0.9_m0.009_TV.png
pens.bmp,salt_pepper,Moreau-Yosida,0.9000000000000001,0.009000000000000001,30.182540214087673,0.3648577962863129,Testing2\pens_salt_pepper_s0.9_m0.009_MoreauYosida.png
pens.bmp,salt_pepper,TV,1.0000000000000002,0.010000000000000002,28.485074961384772,0.1662821528604053,Testing2\pens_salt_pepper_s1.0_m0.010_TV.png
pens.bmp,salt_pepper,Moreau-Yosida,1.0000000000000002,0.010000000000000002,30.241641859669034,0.3623323572074175,Testing2\pens_salt_pepper_s1.0_m0.010_MoreauYosida.png
pens.bmp,gaussian,TV,0.1,0.001,31.140397116700996,0.46688155266489006,Testing2\pens_gaussian_s0.1_m0.001_TV.png
pens.bmp,gaussian,Moreau-Yosida,0.1,0.001,30.029018728407387,0.36733920331558484,Testing2\pens_gaussian_s0.1_m0.001_MoreauYosida.png
pens.bmp,gaussian,TV,0.2,0.002,29.99263734965217,0.3700017257896466,Testing2\pens_gaussian_s0.2_m0.002_TV.png
pens.bmp,gaussian,Moreau-Yosida,0.2,0.002,30.12488762681655,0.37335288353194007,Testing2\pens_gaussian_s0.2_m0.002_MoreauYosida.png
pens.bmp,gaussian,TV,0.3,0.003,29.544727767604936,0.32494390699379944,Testing2\pens_gaussian_s0.3_m0.003_TV.png
pens.bmp,gaussian,Moreau-Yosida,0.3,0.003,30.216942877944962,0.3794930570731836,Testing2\pens_gaussian_s0.3_m0.003_MoreauYosida.png
pens.bmp,gaussian,TV,0.4,0.004,29.341423161969598,0.2942193753523355,Testing2\pens_gaussian_s0.4_m0.004_TV.png
pens.bmp,gaussian,Moreau-Yosida,0.4,0.004,30.272940303238617,0.3833572987232398,Testing2\pens_gaussian_s0.4_m0.004_MoreauYosida.png
pens.bmp,gaussian,TV,0.5,0.005,29.142554539234435,0.26682773974144597,Testing2\pens_gaussian_s0.5_m0.005_TV.png
pens.bmp,gaussian,Moreau-Yosida,0.5,0.005,30.342202674018395,0.38856756570308876,Testing2\pens_gaussian_s0.5_m0.005_MoreauYosida.png
pens.bmp,gaussian,TV,0.6,0.006,29.007336917225707,0.2450662299131531,Testing2\pens_gaussian_s0.6_m0.006_TV.png
pens.bmp,gaussian,Moreau-Yosida,0.6,0.006,30.421026602392025,0.3937202292081277,Testing2\pens_gaussian_s0.6_m0.006_MoreauYosida.png
pens.bmp,gaussian,TV,0.7000000000000001,0.007,28.892288091511574,0.2258718049354442,Testing2\pens_gaussian_s0.7_m0.007_TV.png
pens.bmp,gaussian,Moreau-Yosida,0.7000000000000001,0.007,30.483268673162,0.39883117931772016,Testing2\pens_gaussian_s0.7_m0.007_MoreauYosida.png
pens.bmp,gaussian,TV,0.8,0.008,28.738699206257866,0.20668177721195782,Testing2\pens_gaussian_s0.8_m0.008_TV.png
pens.bmp,gaussian,Moreau-Yosida,0.8,0.008,30.516165397913788,0.4012845939140428,Testing2\pens_gaussian_s0.8_m0.008_MoreauYosida.png
pens.bmp,gaussian,TV,0.9000000000000001,0.009000000000000001,28.683517230791935,0.19170052985090688,Testing2\pens_gaussian_s0.9_m0.009_TV.png
pens.bmp,gaussian,Moreau-Yosida,0.9000000000000001,0.009000000000000001,30.552431397884355,0.40326184541171317,Testing2\pens_gaussian_s0.9_m0.009_MoreauYosida.png
pens.bmp,gaussian,TV,1.0000000000000002,0.010000000000000002,28.645822698464226,0.1784552875999241,Testing2\pens_gaussian_s1.0_m0.010_TV.png
pens.bmp,gaussian,Moreau-Yosida,1.0000000000000002,0.010000000000000002,30.60599536589681,0.408016864652562,Testing2\pens_gaussian_s1.0_m0.010_MoreauYosida.png
flowers.ppm,salt_pepper,TV,0.1,0.001,29.92447692358454,0.3346481186024536,Testing2\flowers_salt_pepper_s0.1_m0.001_TV.png
flowers.ppm,salt_pepper,Moreau-Yosida,0.1,0.001,29.351492043638633,0.21023113136454885,Testing2\flowers_salt_pepper_s0.1_m0.001_MoreauYosida.png
flowers.ppm,salt_pepper,TV,0.2,0.002,29.335316809376813,0.23775973439624098,Testing2\flowers_salt_pepper_s0.2_m0.002_TV.png
flowers.ppm,salt_pepper,Moreau-Yosida,0.2,0.002,29.354265866347326,0.21030443751836164,Testing2\flowers_salt_pepper_s0.2_m0.002_MoreauYosida.png
flowers.ppm,salt_pepper,TV,0.3,0.003,29.220538575001083,0.1767716742582275,Testing2\flowers_salt_pepper_s0.3_m0.003_TV.png
flowers.ppm,salt_pepper,Moreau-Yosida,0.3,0.003,29.38087118277428,0.21765291985145707,Testing2\flowers_salt_pepper_s0.3_m0.003_MoreauYosida.png
flowers.ppm,salt_pepper,TV,0.4,0.004,29.111853364063553,0.14209264573574978,Testing2\flowers_salt_pepper_s0.4_m0.004_TV.png
flowers.ppm,salt_pepper,Moreau-Yosida,0.4,0.004,29.449481216717647,0.23319724580718718,Testing2\flowers_salt_pepper_s0.4_m0.004_MoreauYosida.png
flowers.ppm,salt_pepper,TV,0.5,0.005,28.97636271348525,0.11706695208719632,Testing2\flowers_salt_pepper_s0.5_m0.005_TV.png
flowers.ppm,salt_pepper,Moreau-Yosida,0.5,0.005,29.450904595282836,0.23255145561489213,Testing2\flowers_salt_pepper_s0.5_m0.005_MoreauYosida.png
flowers.ppm,salt_pepper,TV,0.6,0.006,28.885048763975597,0.09997416998807869,Testing2\flowers_salt_pepper_s0.6_m0.006_TV.png
flowers.ppm,salt_pepper,Moreau-Yosida,0.6,0.006,29.465130821036713,0.23887391727233276,Testing2\flowers_salt_pepper_s0.6_m0.006_MoreauYosida.png
flowers.ppm,salt_pepper,TV,0.7000000000000001,0.007,28.82725232667557,0.08616857714599493,Testing2\flowers_salt_pepper_s0.7_m0.007_TV.png
flowers.ppm,salt_pepper,Moreau-Yosida,0.7000000000000001,0.007,29.46777254472333,0.24058492991910102,Testing2\flowers_salt_pepper_s0.7_m0.007_MoreauYosida.png
flowers.ppm,salt_pepper,TV,0.8,0.008,28.752144988726926,0.07382836659301997,Testing2\flowers_salt_pepper_s0.8_m0.008_TV.png
flowers.ppm,salt_pepper,Moreau-Yosida,0.8,0.008,29.47347657450265,0.24130446231765665,Testing2\flowers_salt_pepper_s0.8_m0.008_MoreauYosida.png
flowers.ppm,salt_pepper,TV,0.9000000000000001,0.009000000000000001,28.730407741680878,0.0657520459935545,Testing2\flowers_salt_pepper_s0.9_m0.009_TV.png
flowers.ppm,salt_pepper,Moreau-Yosida,0.9000000000000001,0.009000000000000001,29.455148563273408,0.23799670287761127,Testing2\flowers_salt_pepper_s0.9_m0.009_MoreauYosida.png
flowers.ppm,salt_pepper,TV,1.0000000000000002,0.010000000000000002,28.68794921951197,0.058723600386236134,Testing2\flowers_salt_pepper_s1.0_m0.010_TV.png
flowers.ppm,salt_pepper,Moreau-Yosida,1.0000000000000002,0.010000000000000002,29.47944897065801,0.24303050081692523,Testing2\flowers_salt_pepper_s1.0_m0.010_MoreauYosida.png
flowers.ppm,gaussian,TV,0.1,0.001,30.392423759126615,0.3887344412918152,Testing2\flowers_gaussian_s0.1_m0.001_TV.png
flowers.ppm,gaussian,Moreau-Yosida,0.1,0.001,29.533957849096893,0.20903958550870308,Testing2\flowers_gaussian_s0.1_m0.001_MoreauYosida.png
flowers.ppm,gaussian,TV,0.2,0.002,29.601891226408284,0.25460758154063357,Testing2\flowers_gaussian_s0.2_m0.002_TV.png
flowers.ppm,gaussian,Moreau-Yosida,0.2,0.002,29.57857870431386,0.21898775059558354,Testing2\flowers_gaussian_s0.2_m0.002_MoreauYosida.png
flowers.ppm,gaussian,TV,0.3,0.003,29.259339060028054,0.19027106415857176,Testing2\flowers_gaussian_s0.3_m0.003_TV.png
flowers.ppm,gaussian,Moreau-Yosida,0.3,0.003,29.60543148948338,0.2230072089086688,Testing2\flowers_gaussian_s0.3_m0.003_MoreauYosida.png
flowers.ppm,gaussian,TV,0.4,0.004,29.119968956096002,0.1537174591483617,Testing2\flowers_gaussian_s0.4_m0.004_TV.png
flowers.ppm,gaussian,Moreau-Yosida,0.4,0.004,29.663289829785885,0.23470660302963756,Testing2\flowers_gaussian_s0.4_m0.004_MoreauYosida.png
flowers.ppm,gaussian,TV,0.5,0.005,29.069086649365524,0.12750477488435766,Testing2\flowers_gaussian_s0.5_m0.005_TV.png
flowers.ppm,gaussian,Moreau-Yosida,0.5,0.005,29.671084417518088,0.23884454000237765,Testing2\flowers_gaussian_s0.5_m0.005_MoreauYosida.png
flowers.ppm,gaussian,TV,0.6,0.006,29.003732000265604,0.10902506035636758,Testing2\flowers_gaussian_s0.6_m0.006_TV.png
flowers.ppm,gaussian,Moreau-Yosida,0.6,0.006,29.71218617197421,0.24713091721362812,Testing2\flowers_gaussian_s0.6_m0.006_MoreauYosida.png
flowers.ppm,gaussian,TV,0.7000000000000001,0.007,28.952000135446845,0.09283673183240508,Testing2\flowers_gaussian_s0.7_m0.007_TV.png
flowers.ppm,gaussian,Moreau-Yosida,0.7000000000000001,0.007,29.721933207404653,0.2508789193856968,Testing2\flowers_gaussian_s0.7_m0.007_MoreauYosida.png
flowers.ppm,gaussian,TV,0.8,0.008,28.887745677697183,0.08209409387599907,Testing2\flowers_gaussian_s0.8_m0.008_TV.png
flowers.ppm,gaussian,Moreau-Yosida,0.8,0.008,29.74279469790748,0.25632045268171716,Testing2\flowers_gaussian_s0.8_m0.008_MoreauYosida.png
flowers.ppm,gaussian,TV,0.9000000000000001,0.009000000000000001,28.850107594332354,0.07419489604937533,Testing2\flowers_gaussian_s0.9_m0.009_TV.png
flowers.ppm,gaussian,Moreau-Yosida,0.9000000000000001,0.009000000000000001,29.78804313777313,0.263586934245172,Testing2\flowers_gaussian_s0.9_m0.009_MoreauYosida.png
flowers.ppm,gaussian,TV,1.0000000000000002,0.010000000000000002,28.821651422624118,0.06537740394217209,Testing2\flowers_gaussian_s1.0_m0.010_TV.png
flowers.ppm,gaussian,Moreau-Yosida,1.0000000000000002,0.010000000000000002,29.83448720407867,0.2728118214711894,Testing2\flowers_gaussian_s1.0_m0.010_MoreauYosida.png
soccer.ppm,salt_pepper,TV,0.1,0.001,29.380512843385244,0.37181970758575267,Testing2\soccer_salt_pepper_s0.1_m0.001_TV.png
soccer.ppm,salt_pepper,Moreau-Yosida,0.1,0.001,29.08863424452739,0.30399172721463186,Testing2\soccer_salt_pepper_s0.1_m0.001_MoreauYosida.png
soccer.ppm,salt_pepper,TV,0.2,0.002,28.79634720410172,0.24117472880478302,Testing2\soccer_salt_pepper_s0.2_m0.002_TV.png
soccer.ppm,salt_pepper,Moreau-Yosida,0.2,0.002,29.09833059862571,0.3051952764148184,Testing2\soccer_salt_pepper_s0.2_m0.002_MoreauYosida.png
soccer.ppm,salt_pepper,TV,0.3,0.003,28.58240024322378,0.16869409207987193,Testing2\soccer_salt_pepper_s0.3_m0.003_TV.png
soccer.ppm,salt_pepper,Moreau-Yosida,0.3,0.003,29.118664270696915,0.3104830981712644,Testing2\soccer_salt_pepper_s0.3_m0.003_MoreauYosida.png
soccer.ppm,salt_pepper,TV,0.4,0.004,28.47961760160999,0.12440167682017204,Testing2\soccer_salt_pepper_s0.4_m0.004_TV.png
soccer.ppm,salt_pepper,Moreau-Yosida,0.4,0.004,29.15104789001136,0.3191602785230701,Testing2\soccer_salt_pepper_s0.4_m0.004_MoreauYosida.png
soccer.ppm,salt_pepper,TV,0.5,0.005,28.384160043172017,0.09472990918928494,Testing2\soccer_salt_pepper_s0.5_m0.005_TV.png
soccer.ppm,salt_pepper,Moreau-Yosida,0.5,0.005,29.057703167756795,0.29330491478699994,Testing2\soccer_salt_pepper_s0.5_m0.005_MoreauYosida.png
soccer.ppm,salt_pepper,TV,0.6,0.006,28.323919131889618,0.07326327503792744,Testing2\soccer_salt_pepper_s0.6_m0.006_TV.png
soccer.ppm,salt_pepper,Moreau-Yosida,0.6,0.006,29.155222385935645,0.3192982831263533,Testing2\soccer_salt_pepper_s0.6_m0.006_MoreauYosida.png
soccer.ppm,salt_pepper,TV,0.7000000000000001,0.007,28.293938150313814,0.059117443690788155,Testing2\soccer_salt_pepper_s0.7_m0.007_TV.png
soccer.ppm,salt_pepper,Moreau-Yosida,0.7000000000000001,0.007,29.163768367792308,0.3193496606589037,Testing2\soccer_salt_pepper_s0.7_m0.007_MoreauYosida.png
soccer.ppm,salt_pepper,TV,0.8,0.008,28.293218421502306,0.05049231511334351,Testing2\soccer_salt_pepper_s0.8_m0.008_TV.png
soccer.ppm,salt_pepper,Moreau-Yosida,0.8,0.008,29.254478614874678,0.3349418143910136,Testing2\soccer_salt_pepper_s0.8_m0.008_MoreauYosida.png
soccer.ppm,salt_pepper,TV,0.9000000000000001,0.009000000000000001,28.278173651049123,0.04552951138083087,Testing2\soccer_salt_pepper_s0.9_m0.009_TV.png
soccer.ppm,salt_pepper,Moreau-Yosida,0.9000000000000001,0.009000000000000001,29.272449847511588,0.33714727256684024,Testing2\soccer_salt_pepper_s0.9_m0.009_MoreauYosida.png
soccer.ppm,salt_pepper,TV,1.0000000000000002,0.010000000000000002,28.2820902015277,0.04021591948132757,Testing2\soccer_salt_pepper_s1.0_m0.010_TV.png
soccer.ppm,salt_pepper,Moreau-Yosida,1.0000000000000002,0.010000000000000002,29.284105817084814,0.33952896306205166,Testing2\soccer_salt_pepper_s1.0_m0.010_MoreauYosida.png
soccer.ppm,gaussian,TV,0.1,0.001,29.677620132898596,0.41727628220041874,Testing2\soccer_gaussian_s0.1_m0.001_TV.png
soccer.ppm,gaussian,Moreau-Yosida,0.1,0.001,29.062281331834253,0.24145674949366114,Testing2\soccer_gaussian_s0.1_m0.001_MoreauYosida.png
soccer.ppm,gaussian,TV,0.2,0.002,29.071084818066094,0.2577178163114856,Testing2\soccer_gaussian_s0.2_m0.002_TV.png
soccer.ppm,gaussian,Moreau-Yosida,0.2,0.002,29.08981025767925,0.24749004095949623,Testing2\soccer_gaussian_s0.2_m0.002_MoreauYosida.png
soccer.ppm,gaussian,TV,0.3,0.003,28.778874824823816,0.18257943551741532,Testing2\soccer_gaussian_s0.3_m0.003_TV.png
soccer.ppm,gaussian,Moreau-Yosida,0.3,0.003,29.10734826576157,0.2551816127453893,Testing2\soccer_gaussian_s0.3_m0.003_MoreauYosida.png
soccer.ppm,gaussian,TV,0.4,0.004,28.555899122796284,0.13616125192432932,Testing2\soccer_gaussian_s0.4_m0.004_TV.png
soccer.ppm,gaussian,Moreau-Yosida,0.4,0.004,29.13681129288033,0.2627132462800264,Testing2\soccer_gaussian_s0.4_m0.004_MoreauYosida.png
soccer.ppm,gaussian,TV,0.5,0.005,28.448551314568693,0.1036118918014868,Testing2\soccer_gaussian_s0.5_m0.005_TV.png
soccer.ppm,gaussian,Moreau-Yosida,0.5,0.005,29.171397378404357,0.27279613652931595,Testing2\soccer_gaussian_s0.5_m0.005_MoreauYosida.png
soccer.ppm,gaussian,TV,0.6,0.006,28.38029413646137,0.0814668893012605,Testing2\soccer_gaussian_s0.6_m0.006_TV.png
soccer.ppm,gaussian,Moreau-Yosida,0.6,0.006,29.187373860628334,0.27863766521109995,Testing2\soccer_gaussian_s0.6_m0.006_MoreauYosida.png
soccer.ppm,gaussian,TV,0.7000000000000001,0.007,28.34548024696582,0.06583717420582215,Testing2\soccer_gaussian_s0.7_m0.007_TV.png
soccer.ppm,gaussian,Moreau-Yosida,0.7000000000000001,0.007,29.22418739894357,0.288061240240224,Testing2\soccer_gaussian_s0.7_m0.007_MoreauYosida.png
soccer.ppm,gaussian,TV,0.8,0.008,28.318248974884185,0.05597869147373242,Testing2\soccer_gaussian_s0.8_m0.008_TV.png
soccer.ppm,gaussian,Moreau-Yosida,0.8,0.008,29.234769341865995,0.2904563682174441,Testing2\soccer_gaussian_s0.8_m0.008_MoreauYosida.png
soccer.ppm,gaussian,TV,0.9000000000000001,0.009000000000000001,28.30196396464791,0.04915218962931957,Testing2\soccer_gaussian_s0.9_m0.009_TV.png
soccer.ppm,gaussian,Moreau-Yosida,0.9000000000000001,0.009000000000000001,29.267058470115018,0.2987126643592916,Testing2\soccer_gaussian_s0.9_m0.009_MoreauYosida.png
soccer.ppm,gaussian,TV,1.0000000000000002,0.010000000000000002,28.29585739860891,0.04499743551824091,Testing2\soccer_gaussian_s1.0_m0.010_TV.png
soccer.ppm,gaussian,Moreau-Yosida,1.0000000000000002,0.010000000000000002,29.279570347522608,0.30324593622568186,Testing2\soccer_gaussian_s1.0_m0.010_MoreauYosida.png
yacht.ppm,salt_pepper,TV,0.1,0.001,30.412208661410368,0.29805389950739103,Testing2\yacht_salt_pepper_s0.1_m0.001_TV.png
yacht.ppm,salt_pepper,Moreau-Yosida,0.1,0.001,37.0479693355651,0.3376144867856517,Testing2\yacht_salt_pepper_s0.1_m0.001_MoreauYosida.png
yacht.ppm,salt_pepper,TV,0.2,0.002,29.49266220875043,0.22120126141633709,Testing2\yacht_salt_pepper_s0.2_m0.002_TV.png
yacht.ppm,salt_pepper,Moreau-Yosida,0.2,0.002,37.412224653287424,0.34007368949261607,Testing2\yacht_salt_pepper_s0.2_m0.002_MoreauYosida.png
yacht.ppm,salt_pepper,TV,0.3,0.003,29.13987357589952,0.17671582998510332,Testing2\yacht_salt_pepper_s0.3_m0.003_TV.png
yacht.ppm,salt_pepper,Moreau-Yosida,0.3,0.003,37.90742085015631,0.3422253212323636,Testing2\yacht_salt_pepper_s0.3_m0.003_MoreauYosida.png
yacht.ppm,salt_pepper,TV,0.4,0.004,28.973112991749844,0.14772229685213364,Testing2\yacht_salt_pepper_s0.4_m0.004_TV.png
yacht.ppm,salt_pepper,Moreau-Yosida,0.4,0.004,38.1610260401991,0.3443254351170167,Testing2\yacht_salt_pepper_s0.4_m0.004_MoreauYosida.png
yacht.ppm,salt_pepper,TV,0.5,0.005,28.827162498247034,0.12769654602310723,Testing2\yacht_salt_pepper_s0.5_m0.005_TV.png
yacht.ppm,salt_pepper,Moreau-Yosida,0.5,0.005,38.387163241725375,0.3452546728653367,Testing2\yacht_salt_pepper_s0.5_m0.005_MoreauYosida.png
yacht.ppm,salt_pepper,TV,0.6,0.006,28.707133715833013,0.11447027606552611,Testing2\yacht_salt_pepper_s0.6_m0.006_TV.png
yacht.ppm,salt_pepper,Moreau-Yosida,0.6,0.006,29.28333198749283,0.16455335305100388,Testing2\yacht_salt_pepper_s0.6_m0.006_MoreauYosida.png
yacht.ppm,salt_pepper,TV,0.7000000000000001,0.007,28.589007861196016,0.10374030101850724,Testing2\yacht_salt_pepper_s0.7_m0.007_TV.png
yacht.ppm,salt_pepper,Moreau-Yosida,0.7000000000000001,0.007,29.288586968002406,0.16632490623974436,Testing2\yacht_salt_pepper_s0.7_m0.007_MoreauYosida.png
yacht.ppm,salt_pepper,TV,0.8,0.008,28.481645993605248,0.09558728953096107,Testing2\yacht_salt_pepper_s0.8_m0.008_TV.png
yacht.ppm,salt_pepper,Moreau-Yosida,0.8,0.008,29.333825507485738,0.17178578373594916,Testing2\yacht_salt_pepper_s0.8_m0.008_MoreauYosida.png
yacht.ppm,salt_pepper,TV,0.9000000000000001,0.009000000000000001,28.419026226234628,0.08831437898556897,Testing2\yacht_salt_pepper_s0.9_m0.009_TV.png
yacht.ppm,salt_pepper,Moreau-Yosida,0.9000000000000001,0.009000000000000001,29.320050071948938,0.17228848666138497,Testing2\yacht_salt_pepper_s0.9_m0.009_MoreauYosida.png
yacht.ppm,salt_pepper,TV,1.0000000000000002,0.010000000000000002,28.376467197637886,0.08153568292515145,Testing2\yacht_salt_pepper_s1.0_m0.010_TV.png
yacht.ppm,salt_pepper,Moreau-Yosida,1.0000000000000002,0.010000000000000002,29.31544210868016,0.1724124840538541,Testing2\yacht_salt_pepper_s1.0_m0.010_MoreauYosida.png
