image,strength_luma,strength_chroma,psnr,ssim,output_path
lenna.ppm,0.5,0.5,30.30217504513424,0.6994511184199307,output\lenna_luma0.50_chroma0.50.png
lenna.ppm,0.5,0.9,30.012990372377498,0.7003042359457232,output\lenna_luma0.50_chroma0.90.png
lenna.ppm,0.9,0.1,29.571569332409936,0.6545857709353948,output\lenna_luma0.90_chroma0.10.png
lenna.ppm,0.9,0.5,29.74476355089258,0.6549176543371363,output\lenna_luma0.90_chroma0.50.png
lenna.ppm,0.9,0.9,29.64961669211519,0.6565898083879919,output\lenna_luma0.90_chroma0.90.png
pepper.ppm,0.1,0.1,32.30453902340872,0.8396268129669213,output\pepper_luma0.10_chroma0.10.png
pepper.ppm,0.1,0.5,30.632855085104715,0.8350979331514449,output\pepper_luma0.10_chroma0.50.png
pepper.ppm,0.1,0.9,30.056402586047174,0.8335976426684518,output\pepper_luma0.10_chroma0.90.png
pepper.ppm,0.5,0.1,30.28104470976434,0.725049322850788,output\pepper_luma0.50_chroma0.10.png
pepper.ppm,0.5,0.5,29.97790923701295,0.7240102533707312,output\pepper_luma0.50_chroma0.50.png
pepper.ppm,0.5,0.9,29.578650740652115,0.7227674907512136,output\pepper_luma0.50_chroma0.90.png
pepper.ppm,0.9,0.1,29.462070724717023,0.6710962914681617,output\pepper_luma0.90_chroma0.10.png
pepper.ppm,0.9,0.5,29.521194547216897,0.6714092494203313,output\pepper_luma0.90_chroma0.50.png
pepper.ppm,0.9,0.9,29.350494265922954,0.670924730949604,output\pepper_luma0.90_chroma0.90.png
barbara.pgm,0.1,0.1,31.18076308670133,0.7172192588622848,output\barbara_luma0.10_chroma0.10.png
barbara.pgm,0.1,0.5,45.04289446619873,0.9922688521665538,output\barbara_luma0.10_chroma0.50.png
barbara.pgm,0.1,0.9,48.19568181010594,0.9957062240091654,output\barbara_luma0.10_chroma0.90.png
barbara.pgm,0.5,0.1,29.169471964281453,0.5648361034323282,output\barbara_luma0.50_chroma0.10.png
barbara.pgm,0.5,0.5,37.35151406435409,0.9510493349131068,output\barbara_luma0.50_chroma0.50.png
barbara.pgm,0.5,0.9,37.12844792191783,0.951037528479765,output\barbara_luma0.50_chroma0.90.png
barbara.pgm,0.9,0.1,28.59734875005254,0.5088476777106146,output\barbara_luma0.90_chroma0.10.png
barbara.pgm,0.9,0.5,28.611252537334604,0.5105768597452314,output\barbara_luma0.90_chroma0.50.png
barbara.pgm,0.9,0.9,34.94936497477895,0.9298889243915656,output\barbara_luma0.90_chroma0.90.png
boats.pgm,0.1,0.1,32.98909902558199,0.8272393740213828,output\boats_luma0.10_chroma0.10.png
boats.pgm,0.1,0.5,44.853314685458614,0.9871002874306666,output\boats_luma0.10_chroma0.50.png
boats.pgm,0.1,0.9,48.126240218207954,0.9925786589287368,output\boats_luma0.10_chroma0.90.png
boats.pgm,0.5,0.1,30.21342322604213,0.6717896025828258,output\boats_luma0.50_chroma0.10.png
boats.pgm,0.5,0.5,39.08797334226768,0.9523711357975181,output\boats_luma0.50_chroma0.50.png
boats.pgm,0.5,0.9,38.70574206529524,0.9523493267827013,output\boats_luma0.50_chroma0.90.png
boats.pgm,0.9,0.1,29.710128630325414,0.6289915322059937,output\boats_luma0.90_chroma0.10.png
boats.pgm,0.9,0.5,29.745643869859148,0.6308349031054065,output\boats_luma0.90_chroma0.50.png
boats.pgm,0.9,0.9,37.15050452034508,0.93920552812731,output\boats_luma0.90_chroma0.90.png
